index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
2f1ff03338c1a1cec8d9aabddfaaef6f,2026-04-07T15:34:43Z,'Glatteis',www.tagesspiegel.de,de,0.9,Wochenlang Schnee und Eis in Potsdam: Die Stadtentsorgung zieht Bilanz für ihren Winterdienst,Trotz Glatteis und wechselhafter Wetterlage kam Potsdam gut durch den Winter. Die STEP will in moderne Winterdiensttechnik weiter investieren.,https://www.tagesspiegel.de/potsdam/landeshauptstadt/wochenlang-schnee-und-eis-in-potsdam-die-stadtentsorgung-zieht-bilanz-fur-ihren-winterdienst-15442786.html,https://www.tagesspiegel.de/images/15442782/alternates/BASE_16_9_W1400/1775569631000/winterdienst-in-potsdam.jpeg,,"Frostperioden, wechselhafte Witterung und wiederkehrende Schneefälle hatten Potsdam in den Wintermonaten fest im Griff es war der schwerste Winter seit 2010. Dennoch zieht die Stadtentsorgung Potsdam… [+2241 chars]",,Wochenlang Schnee und Eis in Potsdam: Die Stadtentsorgung zieht Bilanz für ihren Winterdienst. Trotz Glatteis und wechselhafter Wetterlage kam Potsdam gut durch den Winter. Die STEP will in moderne Winterdiensttechnik weiter investieren.,"Snow and ice in Potsdam for weeks: the city's waste disposal department takes stock of its winter service. Despite black ice and changeable weather conditions, Potsdam got through the winter well. STEP wants to continue investing in modern winter service technology.","Nix et glacies in Potsdam per septimanas: vastitas urbis dispositio department de servitute hiemali accipit. Quamvis nigra glacies et mutabilis tempestatum, Potsdam per hiemem bene obtinuit. VERSUS circumsedere vult continuare servitium technicae hiemalis modernae.",2026-04-14 19:48:33+00:00
aeb334e86692d2359ba673175c2a50d1,2026-04-09T09:11:02Z,'Kaltluft',www.diepresse.com,de,0.9,"Kein Frost, volle Blüte: Endlich wieder ein Magnolienjahr [premium]","Die von Magnolienbesitzern gefürchteten Nachtfröste sind heuer ausgeblieben, es war zwar wieder einmal knapp, doch jetzt steht die Welt voller Sterne und Blütenschalen, und der erste große Farbenrausch des Frühlings ist da und will genossen werden.",https://www.diepresse.com/20739244/kein-frost-volle-bluete-endlich-wieder-ein-magnolienjahr,https://img.diepresse.com/public/incoming/xch87r-magnolien/alternates/DPR_SOCIAL_NACHRICHTEN/Magnolien,,In den vergangenen Wochen blickten die Liebhaber des wohl prächtigsten Baumes des Frühlings mehrmals täglich sorgenvoll auf ihre Wetter-Apps und lauschten jedem Wetterbericht. So auch wir. Erst die E… [+1526 chars],,"Kein Frost, volle Blüte: Endlich wieder ein Magnolienjahr [premium]. Die von Magnolienbesitzern gefürchteten Nachtfröste sind heuer ausgeblieben, es war zwar wieder einmal knapp, doch jetzt steht die Welt voller Sterne und Blütenschalen, und der erste große Farbenrausch des Frühlings ist da und will genossen werden.","No frost, full bloom: Finally another magnolia year [premium]. The night frosts feared by magnolia owners didn't happen this year, although it was close again, but now the world is full of stars and blossoms, and the first big rush of colors of spring is here and ready to be enjoyed.","non te frigora, plena florem: denique alium magnolia anno [premium]. Nox pruinae metuuntur a dominis Magnolia hoc anno non fiebant, quamquam iterum prope erat, nunc mundus plenus est sideribus et floribus, ac primum vernorum colorum concursus magnus adest et ad fruendum paratus.",2026-04-15 08:12:37+00:00
34c12a01719ab7ef2112bc0d449a6fd4,2026-04-01T03:38:48Z,'Frost',www.zeit.de,de,0.9,Wetter vor Ostern: Frostige Nächte und Wechselwetter in Berlin und Brandenburg,Hier finden Sie Informationen zu dem Thema „Wetter vor Ostern“. Lesen Sie jetzt „Frostige Nächte und Wechselwetter in Berlin und Brandenburg“.,https://www.zeit.de/news/2026-04/01/frostige-naechte-und-wechselwetter-in-berlin-und-brandenburg,https://img.zeit.de/news/2026-04/01/frostige-naechte-und-wechselwetter-in-berlin-und-brandenburg-image-group/wide__1300x731,,Das Wetter bleibt in Berlin und Brandenburg zum Start in den April weiterhin nicht stabil. Wolken und Sonne wechseln sich laut dem Deutschen Wetterdienst (DWD) am Mittwoch ab. Es werden zwischen 10 u… [+780 chars],,Wetter vor Ostern: Frostige Nächte und Wechselwetter in Berlin und Brandenburg. Hier finden Sie Informationen zu dem Thema „Wetter vor Ostern“. Lesen Sie jetzt „Frostige Nächte und Wechselwetter in Berlin und Brandenburg“.,Weather before Easter: Frosty nights and variable weather in Berlin and Brandenburg. Here you will find information on the topic “Weather before Easter”. Read “Frosty nights and changeable weather in Berlin and Brandenburg” now.,"Tempestas ante Pascha: noctis gelu et tempestas variabilis in Berlin et Brandenburg. Hic informationes invenies in argumento ""Tempestas ante Pascha"". Read ""Frosty noctes et mutabiles tempestates in Berlin et Brandenburg"" nunc.",2026-04-15 19:49:03+00:00
6299a4ea1d5b6299302e0f4510b09394,2026-04-01T04:39:44Z,'Frost',www.zeit.de,de,0.9,Wetter: Tagsüber heiter und nachts Frost in Hessen,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Tagsüber heiter und nachts Frost in Hessen“.,https://www.zeit.de/news/2026-04/01/tagsueber-heiter-und-nachts-frost-in-hessen,https://img.zeit.de/news/2026-04/01/tagsueber-heiter-und-nachts-frost-in-hessen-image-group/wide__1300x731,,"Der April startet in Hessen so, wie er bekannt ist: wechselhaft. Am Mittwoch soll es erst wolkig und dann im Tagesverlauf zunehmend heiter werden, schreibt der Deutsche Wetterdienst (DWD) in Offenbac… [+480 chars]",,Wetter: Tagsüber heiter und nachts Frost in Hessen. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Tagsüber heiter und nachts Frost in Hessen“.,Weather: Clear during the day and frosty at night in Hesse. Here you will find information on the topic of “weather”. Now read “Clear during the day and frosty at night in Hesse”.,"Weather: Serena interdiu et pruina nocte in Hassia. Hic informationes invenies in argumento ""tempestatis"". Nunc legitur ""Flucidus interdiu et pruina nocte in Hassia"".",2026-04-16 08:12:32+00:00
15f1bb47aa9887d17b814ec5c64038dd,2026-04-01T05:04:49Z,'Frost',www.zeit.de,de,0.9,Wetter: Frostiges Frühlingswetter in Rheinland-Pfalz und Saarland,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Frostiges Frühlingswetter in Rheinland-Pfalz und Saarland“.,https://www.zeit.de/news/2026-04/01/frostiges-fruehlingswetter-in-rheinland-pfalz-und-saarland,https://img.zeit.de/news/2026-04/01/frostiges-fruehlingswetter-in-rheinland-pfalz-und-saarland-image-group/wide__1300x731,,"In Rheinland-Pfalz und dem Saarland wird freundliches Wetter erwartet. Nach nächtlichem Frost klettern die Temperaturen auf 8 bis 13 Grad, schreibt der Deutsche Wetterdienst (DWD). Im Tagesverlauf ve… [+454 chars]",,Wetter: Frostiges Frühlingswetter in Rheinland-Pfalz und Saarland. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Frostiges Frühlingswetter in Rheinland-Pfalz und Saarland“.,Weather: Frosty spring weather in Rhineland-Palatinate and Saarland. Here you will find information on the topic of “weather”. Read “Frosty spring weather in Rhineland-Palatinate and Saarland” now.,"Tempestas: tempestas verna Frosty in Rheno-Palatinate et Saarland. Hic informationes invenies in argumento ""tempestatis"". Lege ""Frosty tempestas verna in Rheno-Palatinate et Saarland"" nunc.",2026-04-16 08:12:32+00:00
63aead4ac4e1055570a02cf8c8acf9ef,2026-04-01T15:09:27Z,'Frost',www.faz.net,de,0.9,Wohnungslosigkeit: Mindestens 14 Menschen sind im Winter in Deutschland erfroren,Das ergab eine Zählung der Bundesarbeitsgemeinschaft Wohnungslosenhilfe für den Zeitraum von Oktober bis März. Auch ohne extremen Frost könne das Übernachten im Freien für Obdachlose lebensgefährlich werden.,https://www.faz.net/aktuell/gesellschaft/obdachlosigkeit-14-menschen-sind-im-winter-in-deutschland-erfroren-200694327.html,https://media0.faz.net/image/w1200h627/a07aeed7a1a0/w3000h1567x0y265o/202509/43601.0.1293667471/ein-frankfurter-obdachloser.webp,,Mindestens 14 wohnungslose Menschen sind nach Angaben der Bundesarbeitsgemeinschaft Wohnungslosenhilfe im Zeitraum von Oktober 2025 bis März 2026 in Deutschland erfroren. Für sechs weitere Fälle best… [+1828 chars],,Wohnungslosigkeit: Mindestens 14 Menschen sind im Winter in Deutschland erfroren. Das ergab eine Zählung der Bundesarbeitsgemeinschaft Wohnungslosenhilfe für den Zeitraum von Oktober bis März. Auch ohne extremen Frost könne das Übernachten im Freien für Obdachlose lebensgefährlich werden.,"Homelessness: At least 14 people froze to death in Germany during the winter. This was the result of a count by the Federal Working Group on Homeless Assistance for the period from October to March. Even without extreme frost, sleeping outside can be life-threatening for homeless people.","Tectum: Saltem XIV homines in Germania hieme adligat. Hoc factum est comitia a Societati Foederali Societati profugo auxilio temporis ab Octobre ad Martium. Etiam sine nimio gelu, foris dormiens potest esse vita minitans pro profugo populo.",2026-04-16 08:12:32+00:00
37bd00fe22ca1a9f4d558820f1c4f9f3,2026-04-06T10:05:52Z,'Frost',www.zeit.de,de,0.9,Wetter im Norden: Sonne und Frost lösen Sturm nach Ostern ab,Hier finden Sie Informationen zu dem Thema „Wetter im Norden“. Lesen Sie jetzt „Sonne und Frost lösen Sturm nach Ostern ab“.,https://www.zeit.de/news/2026-04/06/sonne-und-frost-loesen-sturm-nach-ostern-ab,https://img.zeit.de/news/2026-04/06/sonne-und-frost-loesen-sturm-nach-ostern-ab-image-group/wide__1300x731,,Nach stürmischen Ostern bringt die neue Woche milde Tage und frostige Nächte. Am Ostermontag gibt es bei 8 bis 12 Grad weiter einen frischen West- bis Nordwestwind mit Windböen und gebietsweise Sturm… [+1184 chars],,Wetter im Norden: Sonne und Frost lösen Sturm nach Ostern ab. Hier finden Sie Informationen zu dem Thema „Wetter im Norden“. Lesen Sie jetzt „Sonne und Frost lösen Sturm nach Ostern ab“.,Weather in the north: Sun and frost replace storms after Easter. Here you will find information on the topic of “Weather in the North”. Now read “Sun and frost replace storm after Easter”.,"Tempestas in aquilone : Sol et gelu succedunt tempestates post Pascha. Hic informationes invenies in argumento ""Tempestatis in Septentrionali"". Nunc legitur ""Sol et gelu tempestas post Pascha succedit"".",2026-04-16 08:12:32+00:00
2fe9a30595875b2230d684b55e95cec0,2026-04-07T03:57:40Z,'Frost',www.zeit.de,de,0.9,"Wetter: Frost am Morgen, Sonne am Tag","Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Frost am Morgen, Sonne am Tag“.",https://www.zeit.de/news/2026-04/07/frost-am-morgen-sonne-am-tag,https://img.zeit.de/news/2026-04/07/frost-am-morgen-sonne-am-tag-image-group/wide__1300x731,,In Sachsen-Anhalt wird es wieder sonniger. Nach Angaben des Deutschen Wetterdienstes (DWD) ist morgens noch mit Frost bei Temperaturen bis minus ein Grad zu rechnen. Danach steigen die Werte auf 14 b… [+347 chars],,"Wetter: Frost am Morgen, Sonne am Tag. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Frost am Morgen, Sonne am Tag“.","Weather: Frost in the morning, sun during the day. Here you will find information on the topic of “weather”. Now read “Frost in the Morning, Sun in the Day”.","Weather: Frons mane, sol interdiu. Hic informationes invenies in argumento ""tempestatis"". Iam legitur “Frust in mane, sol in die”.",2026-04-16 08:12:32+00:00
9cd30e988c717a3eb765dd87b7038a8d,2026-04-07T04:57:12Z,'Frost',www.zeit.de,de,0.9,Wetter: Sonne und milde Temperaturen in Hessen – nachts teils Frost,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Sonne und milde Temperaturen in Hessen – nachts teils Frost“.,https://www.zeit.de/news/2026-04/07/sonne-und-milde-temperaturen-in-hessen-nachts-teils-frost,https://img.zeit.de/news/2026-04/07/sonne-und-milde-temperaturen-in-hessen-nachts-teils-frost-image-group/wide__1300x731,,Viel Sonne und frühlingshafte Temperaturen prägen heute das Wetter in Hessen. Nach Angaben des Deutschen Wetterdienstes (DWD) bleibt es trocken bei Höchstwerten zwischen 16 und 20 Grad. Dabei weht sc… [+489 chars],,Wetter: Sonne und milde Temperaturen in Hessen – nachts teils Frost. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Sonne und milde Temperaturen in Hessen – nachts teils Frost“.,Weather: Sun and mild temperatures in Hesse - sometimes frost at night. Here you will find information on the topic of “weather”. Now read “Sun and mild temperatures in Hesse – sometimes frost at night”.,"Tempestas: Sol et mitis temperaturas in Hassia - interdum in nocte gelu. Hic informationes invenies in argumento ""tempestatis"". Nunc legitur ""sol et mitis temperaturas in Hassia - noctu aliquando gelu"".",2026-04-16 08:12:32+00:00
05d8e42665799ff16d8fe1d5eb300fad,2026-04-03T14:00:00Z,'Kältebus',taz.de,de,0.9,Ende der Kältebus-Saison in Berlin: So hart war der Winter in Berlin,Die Kältehilfe-Saison ist beendet. Barbara Breuer von der Berliner Stadtmission berichtet von Schwierigkeiten und Erfolgen.,https://taz.de/Ende-der-Kaeltebus-Saison-in-Berlin/!6168046/,https://taz.de/picture/8358725/1200/Kaelte.jpeg,,Die Kältehilfe-Saison ist beendet. Barbara Breuer von der Berliner Stadtmission berichtet von Schwierigkeiten und Erfolgen. mehr...,,Ende der Kältebus-Saison in Berlin: So hart war der Winter in Berlin. Die Kältehilfe-Saison ist beendet. Barbara Breuer von der Berliner Stadtmission berichtet von Schwierigkeiten und Erfolgen.,End of the cold bus season in Berlin: That's how hard the winter was in Berlin. The cold relief season is over. Barbara Breuer from the Berlin City Mission reports on difficulties and successes.,Finis frigoris temporum in Berolinensi: Hieme quam difficilis in Berolinensi fuit. Frigidum tempus expletum est. Barbara Breuer ex urbe Berolinensi missiones refert de difficultatibus et prosperis.,2026-04-18 04:10:42+00:00
